Text,Sentiment
bac 11.85 in sight... ;-),increase
"ed weekly triangle on cb,......net profit  1,797.00 (3.44%)  ",decrease
"green weekly triangle on cb,....open sell short at 3.38  ",decrease
sbx solid move today continuing uptrend and holding above support to close the week  ,increase
dgi poised to break 30's.,increase
amzn delivering awesomeness every single day. prime ocks. i am not biased ;-),increase
qqq with the qs breaking above it basing pattern today i expect goog to hit 800 withing the next 2 weeks!!!!,increase
aap don't touch it unless we get a close above 465 with volume (earnings gap).,decrease
vp drummond of goog sells 190 shares. he can be an outstanding trader based on his timing.,increase
user: aap back to 450 i guess for a pin,decrease
actg was a top pick for earnings  starting to breakout. ook for 27.50 soon.  ,increase
aap aw of attraction & newton sem to win again,decrease
eality will hit nkd. eiterated as sell and worth just over 80 per share. pt based on discounted cash flow analysis  ,decrease
"qcom looking good here for a long, yesterday's close as stop",increase
aap i agree 450 pin afternoon !,decrease
goog lookin good,increase
"goog with need a bit more time to break 775, we might get it by eod though.",increase
"dndn waking up, almost go time here!",increase
nfx as i said before...it feel like another distribution day.....  ,decrease
guess what happens to those chasing synm...,decrease
cost confirming beautifully here.  52 week high magnet.  others i like today:  imm mnx wcg wt  ,increase
aj starting to really move; moving stop up again  ,increase
aap to much peaks on either side (up or down) #broken good 4 trade but not for investment imho,decrease
"aap almost every long will want to goo out for the week-end, nobody wnat to be caught 350-400 for months...",decrease
vsn pulling out of the station,increase
user: aap 450 pin??  yep !! 450.00 pin,decrease
aap emember last friday in the last 5 minutes app collapsing !,decrease
long some ment i like the cup and handle pattern. earnings aren't till late feb.  ,increase
"big block trade alert: ig, 2/1/13, 11:26 am, 504260 shares sod  6.50",decrease
user: ampe bouncing after 8-day sell off.  estimates of how high?,increase
aap will pin  450 or bellow..,decrease
ca like the volume in this up move; entry 22.64 stop 21.55  ,increase
scaling into vt mar 25s calls right now. ight for now. ooks good. watch for volume next week.   ,increase
swhc swing trade quick pick: smith & wesson |   ,increase
aap closed my short for 1k will short ater again till gap will be filled -have a nice week-end to all g ! :-),decrease
scm scaling my short,decrease
fio this action in this super strong tape = not bullish...,decrease
3 calls for 2day. spy and goog makes new highs and gs goes above 149+. all came to fruition. market has been kind 2 me.,increase
"user: nbs strong financials, more contracts for progenitor in pipeline, approval for am-001 expected, this is the sacred cow of 2013 ",increase
"big with a strong si & an improving obv, i have a feeling that it will break higher shortly.   ",increase
"peix strong volume w indicators moving up.once 0.398 breaks, resist to watch 0.418 followed by 0.43  ",increase
"tqnt had a great day on friday. tqnt not only had momentum, it had also strong volume. ong setup.  ",increase
currently long: ana fb hes bby wcx vsn,increase
c its about eckitt benckiser (no ticker here?): met equal dist.tgt bearish weekly candle. down.  ,decrease
"aap is having a hard time at the moment with the 8dsma line, will continue to watch this one.  ",decrease
"#13for2013 invn still the leading gainer - shed 5% this week, profit taking in overbought market   ",increase
california water service group cwt aises annual dividend for 46th consecutive year | p/e 18.17 | yield: 3.18,increase
first ever  purchase..splurged on a new mat for bikram (i hear frond green is hot w/ the ladies -->  via user,increase
great analysis of pna  ,increase
coh monthly h+s getting closer to snapping neckline  ,decrease
"user: qcom, friday's lows provided a nice back-test of b/o level  ",increase
aap has come so far that the gap fill at 425 fits the eiffel tower analogy. need 2 search eiffel on my site if  don't know what it is?,decrease
"ceg daily rejected at fibextension of the bat, with short ter h+s. wait to setup user   ",decrease
user: commented on: zynga: eady for eal-money games and improving on the cost side  znga // #tendevesa,increase
system flags buys: at bac bdn gfi ipg jci m s ts vvs,increase
wmt breaking out of channel + all mas are lining up in upward direction.   ,increase
"gtxi long 5.16, will take early assuming no gap, spy green & detect above avg vol  ",increase
"if you have oii, short. they have over 1b in liabilities, not cash.",decrease
"amzn si and macd, suggesting further downside to near-term support in the region of 260 ( 50ema )  ",decrease
ati is in breakout mode for monday. it cleared its 200ema on high volume + bullish macd cross. ong  ,increase
"a good time to step back and conside the big picte, es,ym,tf,spy,s,c,ec,jy, ",decrease
anyone follow cst? earnings feb 7th amc looks interesting here off 50day under 50/share may get a bid into the report on #watchist,increase
gae long 1.82 1.83 1.84 target 2.00+,increase
sev nicely green on red market,increase
jnp from watch list near first line   ,increase
ffiv looking like it wants to breakout today,increase
good eye... user: fdx broke resistance. ooks to continue its bullish trend  ,increase
peix long .45,increase
peix long more going to .50+,increase
gae buying more 1.83,increase
scm going to tank real soon imo,decrease
"gme gamestop's tony bartel announces shift toward mobile (audio). ong after beating 25,24. stoploss 25,11.  ",increase
m patent could pset  aap. ong in m after beating 7.97. stoploss 7.86  ,increase
user: m patent could pset  aap. ong in m after beating 7.97. stoploss 7.86  ,increase
bot synm .52 bot peix .435,increase
"nfx asym tri formed up here, waiting for resolution to make a trade  ",increase
"nn average tp is 1,5 could easily come back to 0,8. hoding ong",increase
cee that was short at 43.83 target 43 lower,decrease
nvax interesting on that level. now just over an p trend line from june. could be a good entry point with a close stop loss,increase
zcs bounced on 50 day,increase
zcs feel bad for those stop-losses that got taken out,increase
aap no kidding terranova!,decrease
marijuana stocks smoking mjns cbis hemp the new trend. next hot sector biofuels peix synm biof money in focus,increase
"goog just like we said 7hours ago, it is national goog puts week. easy +50% option scalps. nfx puts here we go..weeee!",decrease
"despite market spook by media and the wsj, going aap calls this week.",increase
"pcn working off some overbought conditions but rising shakeout today despite market overall,  ",increase
cee shorting more 43.76 avg me to short at 43.73,decrease
anth zcs p 4 times average volume today. ots of people have taken interest here.,increase
added to ebay in trading account,increase
coh head and shoulders update.   ,decrease
"3 tech stocks with staying power - ibm, intel intc & qualcomm qcom. and qcom lets you keep aap exposure to boot!  ",increase
nfx nibbled a few earlier and holding over night. sharing a few thoughts posted video  ,increase
"nfx new hod, nice",increase
holding ana bby fb gae hes vsn wcx,increase
after hours most advanced: cc edmc bks hayn pim ezpw mc dgit pab jny mm gff tho caci pmi if stz code nb,increase
ci - getting long building position here for move thru 7.00 - stock like a rock today - target 7.00++,increase
ci - you don't see a spike like that one huge green bar without some sort of continuation - somebody knows someting,increase
market wrap video + additions to watch ist  including: cah cmi ha kac nfx,increase
amzn has post-earnings eversal  ,decrease
ym fails to break above. downtrend continuous.,decrease
k is closing lower slowly with greater-than-average volume. be aware,decrease
ha  over 41.25,increase
"pcn, short interest very low <5%, beaish point and fige tiange, gap lower confirms, 625inplay  ",decrease
and ha -   ,increase
dk over 34.75 for a continuation  ,increase
"spy, es, we trade what we see,,,turn of cnbc noise or nonsense,,trust ur technicals...  ",decrease
user edon peix has a history of management dropping the ball on runs in the stock price. hopefully they stay silent this time around,increase
"wag should be a good stock winner, because it is turning into a horrible company for its employees!",decrease
my weekly blog post is a collection of yhoo notes newsgrade.blogspot dot com,increase
gs  out weekly c1501.04,increase
way to go! ddd. seems to have found support from ma(50). p trend continues guys.,increase
bac 11.75 to 11.80 today imho,increase
aj stopped out +6% for a nice gain  ,increase
"amwd still working well, play of the week so far",increase
"dexo has this inverse h+s, bounced off fib, -longer term w bottom..",increase
tes moving stop up again; been a huge winner  ,increase
ong en with stop arnd 39.40- entry 40.10  ,increase
nfx boom,increase
nfx oi loading up in otm calls,increase
"pna trying to break the dt line again and already at average daily volume, earnings tonight  ",increase
"g swhc both breaking up out of similar bull flag patterns, volume light though, so keep that in mind",increase
swhc breaking out of this bull flag  ,increase
"g same story, moving in tandem here  ",increase
gme new hod,increase
watchlist for bounces mhp 47.45 coh 49.15 amzn 265 4ta 98 a ook ike gd ongs fom hee,increase
qcom is really getting interesting. might see new highs really soon.,increase
"pi making an effort, watch tip too here",increase
"ed monthly triangle on csn,......pdating  ",increase
cen price action looking good going into earnings tonight,increase
mcp take-over chatter... (i know don't laugh...),decrease
"znga if you are bearish here, you don't know poker.  this is incredible.",increase
csc moving stop up again,increase
goog this market leader continues to hold up well  ,increase
cw long here 3.22,increase
bac very strong   making  since 1 week on both sides. but today bull !,increase
nfx failed attempt at a new high possible hesitation at the top i like the nfx130208p170 at 3.60  ,decrease
"user for ampe, the gap for business is 28%, so a low on 3.69 x 14% is 4.20, and the ma-20 is also 4.20, so that is my target",increase
bac going above resistance with some really heavy volume today. should be in everyone's radar.,increase
cbk looking for the breakout; entry 6.51 stop 6.19  ,increase
nfx looking good so far on hourly. ooking for it to pull in to the 20 ema hrly at 170 maybe more  ,decrease
aap perhaps is time to start considering a ong position on this name again. finally some commitment.,increase
aap short 451.50 will go down as soon mrk will ollover,decrease
sold my amzn stocks... better be flat ^^,decrease
"user market only seemed to care about beating expectations, which were inflated it seems sii",increase
aap begin to ollover i,decrease
"i think it's obvious that valero vo has more room to run, but i certainly like hfc a lot more. compare their p/e and revenue growth.",increase
are we seeing a minor pullback for nfx or the beginning of a major correction? this investor isn't about to test the water. still bearish,decrease
gdp from watch list 20 crossed above 50-day and near line with volume of 27% ave   ,increase
"nw - ong  19.75. trailing stop  21.06 from 5 prior stops of 20.26, 19.93, 19.75, 18.95 and 18.15:  ",increase
"user csn, yesterday i bough at 25k1.2375 and 25k1.1550, i will continue scaling up/down",increase
"bac out  12.82 not being greedy, will wait for a pullback or another day to reenter.",increase
zgnx here it goes again.,increase
mhp mco spx spy will s&p and moody's once again threaten sovereign downgrade in response to mortgage fraud action?   ,decrease
tmb suggested by a follower - poised to breakout to new highs. buy area 64.00 on volume  ,increase
mhp mco spx spy #cnbc  reports that justice is seeking 5b+ from s&p for mortgage ratings in civil case/no criminal charges to date.,decrease
aap bac two trades i'm looking to get involved at the close.,increase
long fs  30 could be late though watch ur stops,increase
ooks like those mcp 8 calls for friday are paying well! ,increase
nvda breaking a short-term downtrend line w/ si rising and macd trying to cross above 0  ,increase
user: aap sold because the cnbc dump is coming,decrease
vmw next trip to 79 its not going to be denied,increase
"bi: qik wins on functionality, loses on cost/service. 2 q's of deferred rev declines + back-end loaded estimates = tough bar for 4q (7/7)",decrease
esx making a move to break into the gap.,increase
"ed weekly triangle on kwk,.....scaling p  ",increase
v - on watch for tomorrow.   ,increase
znga up almost 5% in after hours.,increase
"tip coiling like a rattlesnake, long, looks higher   ",increase
exas pretty set up   ,increase
znga when a company beats by 1cents you have to seriously doubt if that is due to accounting tricks,decrease
no porn for me only znga pokeher,increase
"mhp kids, don't do steroids   ",decrease
"thats good below the equator? user: znga yoy sales growth over last six q's: 80%, 59%, 32%, 19%, 3%, 0%",decrease
ooks like the intermediate bullish trend has been broken in snta - been safe money for months now   ,decrease
"cs weekly (tied heavily to aap but, absent that catalyst, this pattern persists):  ",decrease
amn  yep like i said. penny stock in the making.,decrease
amn  not only will this become a penny stock but this company will continue to dilute its shares like ec silver did in the past.,decrease
ev amazed how an 18% gainer gets no st recognition. guess that goes along with only having 15 followers. #undertheradar,increase
ibm short setup - 196.25 target:  ,decrease
dndn a subtle buy signal occurred today. (the set up)    ,increase
put fs at the top of your radar?today after citigroup initiated?at buy and target price of 41,increase
aap #boken stock,decrease
user: dov weekly.  going higher  - bot into close eod yest unit cost 4.15 see we get a gapper today,increase
gmc cst report after the bell expecting a #sfy type of quarter out of both. not tading into eanings wi ony tade the eaction,increase
aap  possible bounce above 462  ,increase
vt  breakout point 25+  ,increase
anad  b/o point 2.72+  ,increase
dov pt on this btwn 5.30 and 6.00 two areas of resistance. valuation incredibly cheap see if volume comes in again today,increase
back in bac ong ! :),increase
"nn something is going to happen. two days ago we saw the hugest volume of the year. oversold, insiders buying, high tp. ong",increase
aap going under 435 imho !,decrease
"so iger says he likes nfx, go bid 250 lol",increase
nfx trying to break out of bull flag. new 52-week highs  ,increase
dps breaking out this am. looks good. earnings feb 13th bmo,increase
pan caught an upgrade with 26% short interest..breaking out here:  ,increase
last minute add-on to watchlist: dps  ,increase
aap follow the downtrend.,decrease
aap short,decrease
aap drop like a ock !,decrease
aap heading for the gap,increase
aap the dump will come faster than the pump imo !,decrease
aap dump in progress...,decrease
fs squeezing,increase
da back in playing the breakout to all time highs; entry  14.30 stop 13.41  ,increase
aap bullish signal here.  want to see a close (preferably) above 462.60 to confirm.  ,increase
looks like someone got tired of bji going down today,decrease
"jon stewart sums up everything dangerous, dumb, & hysterical about the post office  circa 2011 cc user fdx",increase
"me too.  yay user: so aap didn't gap up this morning toward st upside target (480), but i will take a sudden reversal.",increase
"watching closely (long) ... aap lifting higher on buyback chatter, details on the stream  ",increase
nice all-time high attack by tesla today (long ) tsla cc user,increase
aap free-falling now to 457,decrease
aap  reloaded and ready to keep going up + 4%  today? i would be good with 3 ;),increase
cee short higher and will short more here 44.35,decrease
short term targets for znga? 3.25?,increase
bac and aap my two trades from yesterday are holding up really well. both trading with high volume in a weak tape.,increase
bac will add more if we close above 12 today. aap needs to take out 465 to attract more buyers.,increase
an breaking hourly trendline,increase
"twx - ong  38.59. trailing stop  44.71 from 4 prior stops of 42.61, 41.06, 37.08 and 35.57 -  ",increase
fs daily few like the long call on this one but after chaos and mini sell we got oversold pwmo2!  ,increase
bac ot of buying on last minute !!!,increase
dndn beast mode today,increase
"dndn ts nicel day for both today, lets see what eod brings",increase
aap thank god for the dividend tomorrow or i thinks we would be back lower than where we started imho,increase
user: aap continues to have no volume / confirmation to take higher - watching closely to reshort this one,decrease
bac added some on the pullback !,increase
aap sharing a few insight about volume is key posted video  ,decrease
amzn short working nicely  watch for a break and run of 262,decrease
aap is sinking....,decrease
i need alka seltzer to sponsor our aapl stream with all the pop and drops it gives people ...people are just way too tied to it,increase
fs is in a big rising channel w its top at 39 & bottom at 28.momentum indicators turning up again  ,increase
affy break down the support line  18.41  ,decrease
ngt #ecb and #boe and #fed jpm hsbc shortfest gc_f gd sv tomorrow morning test weekly ows.,decrease
netflix should buy the sps. netflix disc traffic is probably the only profitable and useful thing the postal service does. nfx,increase
aap volume is absent... soon the numbers will be negatives...,decrease
aap drop !,decrease
joy anticipate the bear flag break  ,decrease
fs intraday break !!,increase
de higher bid offering coming? look at all the recent action on the april 14 calls per najarian? pps above 13.50 here???,increase
pcp earnings today.  stock up 5%,increase
oc  more weakness here and it might hit a dime under 34.,decrease
"never got in sfy, but they are taking the right steps by focusing on distributing digital content and not the physical. congrats to owners",increase
bac ooking good for tomorrow we could go over 12.20 imo ! healthy pullback today with volume.,increase
aap 500 lot bid in the  feb 440p at 3.00 could create resistance or a temporary sell off,decrease
aap covered to not pay dividend will short again tomorrow !,decrease
user: aap cover your shorts unless you want to pay the dividend. >>>done and will reshort tomorrow !,decrease
sev next stop 8,increase
tomorrow the stock should gap down of average 10.60 which is the dividend of aap,decrease
solid day of trading. mrkt may be flat spy dia but there was still lots of profit to be made and was. nothing not on watchlist nfx dva,increase
user: user aap still holding your short from 451.50? no it cost me 300 overnight to keep will short again in premarket.,decrease
gmc headed to 37 bombs away....,decrease
gmc weekly dead cat retrace done on no volume - bagholders will bail en masse,decrease
swhc yes! close over 9.,increase
gmc ice is at 37... short away.,decrease
gmc 37 no brainer - fee cash - sell motime - sotp,decrease
tbi  another staffing co. breaks out   ,increase
gnc  generators running hot   ,increase
market wrap video + additions to watch ist  including: amsc kbh mhk tw ttmi,increase
prudential liquidates cm stake... 1st ones off ship get lifeboats  ,decrease
"key levels, confirming the expectation on: bby dndn bas gd these and other set ups...  dia qqq spx t",increase
p poised. needs over 11.90.  ,increase
"in it's own secular #bull market coo #the cooper companies, inc. bull flag daily included #dogs  ",increase
"m consolidating here, heavy volume inverted hammer candle, we should see a nice green bar up tom, unless all buyers exhausted from today.",increase
abt bullish /t setup - breaking from a 14 year base:  ,increase
" es,ec,jnk,dax  is the s&p diverging from other key mkts? the canaries?  ",decrease
p has pulled back to its trend line and looks to be setting up for another upside move. es 11.90  ,increase
only a rise towards 480 can confirm the new bottom of aap  ,increase
user: bby upgrade2 outperf vs mktperform  wfc; raise pt from 11-13 to 19-20/  more royalties on surging bb10 sales,increase
yhoo is like a pe vc w a biz.. holds big position in yahoo japan which is up 32.5% ytd (helps balance sheet).. also a position in alibaba.,increase
app catalyst: 1. efi 2. deals with wmt tgt  a nke (possible) 3. 100s new stores globally,increase
f headed for 12,increase
kss ong setup (solid sss this morning should trigger the gap):  ,increase
i estimate wmt will buy 1/2 bil of made in sa clothing per year for next 10 yrs. app is only massive scale plant left in sa,increase
user: sour apple. einhorn not happy with aap. this should be fun. poxy fight!,increase
gmc 37 next target on bailing vome in next week.,decrease
ms morgan stanley is nearing our medium term target  ,increase
bby - the new aap as apple bleeds on the no jobs report. target 55,increase
you know you are doing something right when you are the comparison benchmark. amzn,increase
user: bac 11.97 no longer a problem!,increase
c  breakout watch above 43.4  ,increase
geo  looks good above 33.10  ,increase
aap looking like a nice short off 460,decrease
user: exc = undervalued here.  where is the yield support!?,increase
"mcp breaking out of it's base, above the 8.04 mark. next key level, 8.12. macd, slow stochastic, si now showing some very good strength.",increase
"scm very very slow, some holders should start selling off real soon imo",decrease
goog(long if beats 778.71. stop loss 773.91) & yhoo(long iafter beating 20.27. stoploss 20.16) fit well the advertidsing deal,increase
amzn nibbled a few short   ,decrease
c_f so scratching my head how oi goes p in a shale oi gt and refiner vo profits are p 20x. do we feel screwed?,increase
aap on next pop if i'm out of other trades i will short for a quick trade.,decrease
amzn breaking below 50-day ma,decrease
"user: einhorn sounds like a trapped long to me, didn't care about preferred stock last year aap",decrease
price is what you pay. value is what you get.? those words never have been so true as in the case of nov -  ,increase
o orillard option trader buys 5k puts betting on a 15% down move. a bad earnings omen?   ,decrease
scaling some amzn puts 02/15 puts bot at 1.2 at 2.50,decrease
app added 1.49 risk of bankruptcy abating. not out of the woods yet. more work remains. adding if thesis benchmark met. american apparel,increase
acx no negatives here.  just an algo bringing it down.  here's a chance to get stock cheap. bbh xv,increase
bby headed back to 5 on over saturated cell phone market - that goog will own as next mobile microsoft os.,decrease
for once the market is making fresh lows and aap is hold firm.,increase
byd moving up on big down day,increase
"cst coinstar option trader buys 5,700 feb call spreads betting on good earnings  ",increase
cee goes back above 44.00 all over that short again - i think i can make 10 points in a week on this one,decrease
"aap still looks like its in trouble to me, no sign of a low, so remaining bearish #elliottwave  ",decrease
med to 21? volume picking up..,decrease
setps some small some big a variety to watch - tzym .56 jag .75 c 1.23 av 1.29 idix 4.85 mcp 7.75 mo 34.37 ko 38.75 hf 36.75,increase
omx another bricks and mortar dinosaur falling to online retailing> details here  ,decrease
swhc now we need that volume,increase
cee short entry here 44.36,decrease
dgit long for 10 crack at 9.97,increase
"green weekly triangle on cb,....pdating  ",decrease
cdx long 7.72,increase
swy - made some sales 20.30 - 20.60,increase
diving in... (considering schwab on pullbacks) thursday links: spin-off successes   via user de schw,increase
deck about to give some major loving?,increase
user stocktiger currently long ha  ,increase
jet entry 8.94 stop 8.2  ,increase
dov  nov eport  feb early release earnings next month has made major strides  cab ta,increase
goog it's acting really good despite the choppy tape.,increase
zagg coming off the bottom with the grandma pattern.  ,increase
bac really wants to get back to retest its old highs.,increase
mtx attacking multi year highs - entry 14.94 stop 14.00  ,increase
gntx swing trade quick pick: gentex corp (gntx) |   ,increase
aap need 465 to be taken & no looking back if this is for real,increase
aap volume fade away... like as usual !,decrease
"user: that was the hardest,  10 rally in aap history, like an old man climbing stairs. .~ he still got it up!",increase
aap short  468.44 on no news and no sustain in volume !,decrease
"green weekly triangle on essx,....updating  ",decrease
don't get me wrong buying into earnings was a mistake  what i read over 2billion in evenues nothing to scuff  cst,increase
"s. jobs was keeping money to innovate and buy new tech, since aap no longer innovate why keep  !",decrease
schwing! bingo nkd can i please sell my feb 8 115 call that i bot earlier for 10.50 now!!! #gamblingaddict,increase
in order to grow u need to spend money aka invest in the future. at 10x earnings cst is a steal and shorts will cover over time buythedips,increase
my nkd estimate was based on linear extrapolation. beating my estimates means they are actually accelerating growth,increase
user also cst is better nfx b/c streaming movies is 4 suckers. the movie clarity is awful. the movies skip b/c int connections.,increase
user just saying ed box is not the future why? cst considering the growth of the company over the yrs. and valuation is cheap,increase
user that's what happened last time cst missed. opened down big the following day then a massive short squeeze and closed +5%.,increase
i guess i'm old fashioned i own over 500 dvds & love blue ay. ntil streaming can improve clarity and no skipping i'm stickin to dvds cst,increase
msg - beautiful to see all these highs  ,increase
user profitsboy cst sticking2 buying over 250million in stk there unit cost is 49.90. also cash flow 200mil. & costs go down,increase
user: this cst report is goofy acquistion costs were factor citing lower rev aka same store sales from dispensers acquired nc corp,increase
"ed weekly triangle on fnfg,......pdating  ",increase
user: aap typical pump dump today will talk about later tonight via video,decrease
absolutely delicious cpb #campbell's soup spx spy #fortune 500  ,increase
app compare the squared areas. aren't they look similar?  ,increase
ceco breaks above its downtrend / triangle pattern.   ,increase
"user: fascinating email chain between user and einhorn debating the merits of aap preferreds,  ",increase
cst bot 51.40 i will hv to be patient imo cst moving in right direction. don't underestimate loss of sat mail too. 250mil buyback 10 p/e,increase
time to return to apple.  aapl record 23 billion operational cash flow quarter!   ,increase
"twi added to small cap 600; 24% short int; cheap valuation, though growth via acquisitions e 2/25  ",increase
bby pulls an amzn  ,increase
aap beautiful bull trap !,decrease
james d. white: jamba: a juicy turnaround on vimeo  1hr video from 2010 jmba .. this is great stuff,increase
aap no volume + no conviction = bearish,decrease
added again to cst 48.84,increase
lnkd pulled a nflx topping out so far at 146. day is still young so watch this pull back,increase
user mention the lower same store sales in cst well i guess him & mellisa ee didn't factor in the nv acquisitions. do ur dd ppl,increase
tw from watch list needs a volume boost - now at 2% - but watch as close to top   ,increase
ttmi on watch list as a continuation trade and it is   ,increase
osg bio mts dynt wyy all off watchlist dov next to 5 this baby is in its prime.,increase
aap volume fade fast !,decrease
cst nice intraday base here could see a pop here after 10:30 short covering on into the wknd. valuation cheap. biz model on track its a go,increase
cst as we close in on hod this one should get perky my gess we cose ove 50day maybe even up on the day #timestamp goin out on a limb,increase
int #1 on smb adar weak today,decrease
cst mentioned this level building base here over 48 next stop 49 repeats over that. adde p intraday to over 50day watch 50.13 hit today,increase
aap confirming nicely here above the 20 day of 473.12   ,increase
"dndn breaking out 6.74, cmgo looking vey bullish",increase
mining & related stocks showing weak relative strength versus esd & es_f last few weeks. fcx nem a gg gd sv cf mcp aci,decrease
dndn confirming nicely (continuation) above 6.57 also like aap (breaking out above the 20 day)others i like today:   ,increase
aap europe now closed now lets bast off!,increase
user: aap highlighted major esistance areas to watch . .   ,decrease
nfx: time for a major correction?  ,decrease
mgm - already at average volume for the day and trying to get separation from resistance  ,increase
"angi ripping, lots to go",increase
user: aap  what is the cash pile per share worth ? anyone know ? ~ 140/ share is cash (give or take),increase
user: aap recent trip to thailand...even the taxi drivers have iphones ! ~~ wait till they get into china!,increase
user: great rotation..  grasso confirming what i have been saying here for a while; money coming out of amzn and buying aap,increase
"mdso - ong  27.51. trailing stop  38.58 from 10 prior stops of 37.67, 37.11, 37.00 ... 27.51, 25.15 and 22.79 -  ",increase
fb i do wonder if the same shorts in fb today were in nkd last year at 80. they seem to be making the same argument. qqq xk,increase
hg is breaking out ahead of an expected earnings beat  ,increase
aap who really want a broken stock ? nless you have kept over e & being trapped !,decrease
opk low of the day was 6.08. arge candle wick growing downward. macd divergence downward. stochastic downward divergence. si downward.,decrease
nfx is planking,increase
where i stand on sbx...  ,increase
jeff eeves and charles sizemore discuss inkedin earnings on the slant   nkd fb amzn mww,decrease
added more shares of actv,increase
"mhp mcgraw-hill companies is having a huge sell off because of the rating agency, fitch, has cut their ratings.  ",decrease
dndn good place to lock in (some) profit at  7.20  p 20% since alert at 6.00 from feb. 4th   ,increase
deck  lets squeeze!!   40% short!,increase
"brandon !!  actv should break into the 6s very soon... nice breakout , just needs a little more volume !!",increase
"user about g, it is in a sidelines mode, that is no a good trend, i am seeing 2.22",decrease
vng i swear never seen such terrible reporting on one stock ever in my life > the cuban news is not negative lol,increase
aap see   flash crash  3.58pm ;-),decrease
user: aap...imho...will be sell the news..sorry if  i offend anyone...g warriors,decrease
aap selling begin first wave of dumping.,decrease
aap flash dump begin ????,decrease
goog igv #google #software firing on all 3 cylinders compq ndx  ,increase
"closed my ddd feb 60p/60c/65c bull / here for +8, roll to sto feb 70 puts  4, i'll take the shares, the premium, or some of both",increase
schw - adding to long,increase
po swing trade quick pick: polyone corp po |  ,increase
"sto mar 425 put  +1.98, sto mar 465 put  +10.75,  bto mar 475 call  -17.65, bto apr 480 call  -21.65. aap will fill gap to 500. =^.^=",increase
aap dump in progress by fund managers 25% done.....,decrease
stop on aap is 475.7 hard stop risking .30 to make 3-4 pts,increase
aap flash dump in progress 35% done be patient or press escspe !,decrease
aap dump by  einhorn in progress 40% done be patient....,decrease
"sto march 465 puts in aap  credit of 10.70. if put to me, i buy shares  net cost 435.25. if not, i keep 1,070. win/win. =^.^=",increase
solid day with mgm aap sbx leading the way for me. out 1/2 mgm and 1/2 aap (added a little after selling 2/3 in am),increase
"user we should see again 1.35, and after that my exit 1.43 csn",increase
damodaran on aap: getting a pretty good business for the price and worth about 600  ,increase
user: goog eric schmidt to sell roughly 42 percent of stake  ,decrease
"ed weekly triangle on hek,....scaling p  ",increase
"green weekly & monthly triangle on isis,....scaling down  ",decrease
dt appears 2 b hammering out a bottom here at its 50 dma. solid eps/sales growth+ low p/e ratio = possible earnings winner. earnings 2/27,increase
i just legged into goog  780! why? sergey & arry aren't selling any of their shares...and eric's keeping a few. :-) ,increase
yes i saw a great opportunity when it dropped to 17 as you can tell from my twits user: user are you still long chk ?,increase
brutal declines on sd will create a buying opportunity soon. user: user  like sd or xco for a trade or t hold?,increase
buying op in this range imo user: user you still long in cop are you a buyer today,increase
"54 short ideas to prepare for the next correction,  bid cox sv gd fxe pb wtw hf fcx cf mnst #prepare",decrease
peix gets volume monday it could go thru tops and set new highs over .50+,increase
acting well above 26.19 flat base trigger b/o from 1/9. ooking for a retest of 50day sma at 26 pfe  ,increase
one of buffet's favorite banks. cup with handle trigger of 105.02 mtb  ,increase
"mcbc long 4.36, healthy pullback into sweet zone, between upper bolly & 20sma, hammer today a plus  ",increase
"pxc long 10.87, like to base a few more days but ready if it pops  ",increase
aa - really liking the scale in entry here - limited downside nice upside,increase
a little more of the write up on znga is available at  ,increase
stx - high call vol. 12.71% short check wdc as well. stx better hard drives. always rumor buyout  ,increase
dndn breaking swing high.volume looks good.   ,increase
week 6 - #13for2013 ddd dnkn ft invn kos nkd mov ntsp ax scco sca ssys v  ,increase
#13for2013 - 8 of the 13 stocks are up double digits & one is up 8% w 9% dividend nkd invn ddd ft mov sca kos dnkn scco,increase
market wrap video djia spx tx + additions to watch ist  including: agnc any fs hp ost sqnm,increase
mbs the long awaited break of its 200-day ema is just one step away. watching for 5.68 breakout.  ,increase
peix bullish volume pattern. ike it on a close over .43  ,increase
yhoo ong play. watching over 20.88 for movements.   ,increase
fs  over 158.00 or 158.63  ,increase
sqnm a continuation - wil take it over the top bollinger band  ,increase
msft waiting for break out of bull flag+horizontal channel   ,increase
"commentary on agnc. ddd. znga, hx, agnc, bsx, vt  ",increase
"going long msft tomorrow, i think 30 is written all over this one ex div is also coming up.",increase
"morgan stanley initiates coverage on hca at overweight,announces 47.00 pt.breakout watch over 39.6  ",increase
"feeling good this morning about ao after friday... technicals still holding up, and fundamentals are coming around!",increase
"ed weekly triangle on hek closed at 4.30,....net profit  15,137.50 (5.30%)  ",decrease
"ed weekly triangle on hek closed at 4.30,....net profit  15,137.50 (5.30%)   ",decrease
"adbe shot! will see around 17 - 20 very soon, 39 is to much for adbe, thanks and have a good day.",decrease
"today is the very important day 3,we haven't closed green for 3 days in a row since sept.very bullish short term if this happens aap",increase
ddd and soda look interesting but will wait until after earnings release,increase
aap next big  (little) thing... iwatch  ,increase
msi shot! will see the price around 32 - 34 very soon 1-2 months. becefull. have a nice day,decrease
from yesterday- 'new blog post: watchlist for the week'  iwm spy aap sbx axp csx x ,increase
csx getting the barron's bounce. at resistance. wouldn't pull trigger till break of recent highs  ,increase
ed monthly triangle on csn closed at 1.46,increase
adm holding on nicely,increase
